#node	identifier	category	term ID	term description
PA0050	208964.PA0050	UniProt Keywords	KW-0732	Signal
PA0510	208964.PA0510	GO Process	GO:0009058	Biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0009061	Anaerobic respiration
PA0510	208964.PA0510	GO Process	GO:0009987	Cellular process
PA0510	208964.PA0510	GO Process	GO:0015980	Energy derivation by oxidation of organic compounds
PA0510	208964.PA0510	GO Process	GO:0018130	Heterocycle biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0019354	Siroheme biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0019438	Aromatic compound biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0032259	Methylation
PA0510	208964.PA0510	GO Process	GO:0033013	Tetrapyrrole metabolic process
PA0510	208964.PA0510	GO Process	GO:0033014	Tetrapyrrole biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
PA0510	208964.PA0510	GO Process	GO:0042168	Heme metabolic process
PA0510	208964.PA0510	GO Process	GO:0042440	Pigment metabolic process
PA0510	208964.PA0510	GO Process	GO:0044237	Cellular metabolic process
PA0510	208964.PA0510	GO Process	GO:0044249	Cellular biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0044271	Cellular nitrogen compound biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0045333	Cellular respiration
PA0510	208964.PA0510	GO Process	GO:0046148	Pigment biosynthetic process
PA0510	208964.PA0510	GO Process	GO:0046156	Siroheme metabolic process
PA0510	208964.PA0510	GO Process	GO:0046483	Heterocycle metabolic process
PA0510	208964.PA0510	GO Process	GO:0071704	Organic substance metabolic process
PA0510	208964.PA0510	GO Process	GO:1901360	Organic cyclic compound metabolic process
PA0510	208964.PA0510	GO Process	GO:1901362	Organic cyclic compound biosynthetic process
PA0510	208964.PA0510	GO Process	GO:1901564	Organonitrogen compound metabolic process
PA0510	208964.PA0510	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
PA0510	208964.PA0510	GO Process	GO:1901576	Organic substance biosynthetic process
PA0510	208964.PA0510	GO Function	GO:0003824	Catalytic activity
PA0510	208964.PA0510	GO Function	GO:0004851	uroporphyrin-III C-methyltransferase activity
PA0510	208964.PA0510	GO Function	GO:0008168	Methyltransferase activity
PA0510	208964.PA0510	GO Function	GO:0008169	C-methyltransferase activity
PA0510	208964.PA0510	GO Function	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity
PA0510	208964.PA0510	GO Function	GO:0016740	Transferase activity
PA0510	208964.PA0510	GO Function	GO:0016741	Transferase activity, transferring one-carbon groups
PA0510	208964.PA0510	STRING clusters	CL:2537	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA0510	208964.PA0510	STRING clusters	CL:2538	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA0510	208964.PA0510	STRING clusters	CL:2539	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA0510	208964.PA0510	STRING clusters	CL:2540	Mixed, incl. Nitrogen metabolism, and Molybdenum cofactor biosynthesis
PA0510	208964.PA0510	STRING clusters	CL:2542	Mixed, incl. Siroheme decarboxylase , AsnC-like ligand binding domain, and Peptidase U32
PA0510	208964.PA0510	STRING clusters	CL:2545	Mixed, incl. Siroheme decarboxylase , AsnC-like ligand binding domain, and Cytochrome cd1-nitrite reductase, C-terminal domain superfamily
PA0510	208964.PA0510	STRING clusters	CL:2569	Siroheme decarboxylase , AsnC-like ligand binding domain, and Cytochrome cd1-nitrite reductase, C-terminal domain superfamily
PA0510	208964.PA0510	KEGG	pae00860	Porphyrin and chlorophyll metabolism
PA0510	208964.PA0510	KEGG	pae01100	Metabolic pathways
PA0510	208964.PA0510	KEGG	pae01110	Biosynthesis of secondary metabolites
PA0510	208964.PA0510	KEGG	pae01120	Microbial metabolism in diverse environments
PA0510	208964.PA0510	COMPARTMENTS	GOCC:0005576	Extracellular region
PA0510	208964.PA0510	COMPARTMENTS	GOCC:0005615	Extracellular space
PA0510	208964.PA0510	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA0510	208964.PA0510	UniProt Keywords	KW-0489	Methyltransferase
PA0510	208964.PA0510	UniProt Keywords	KW-0808	Transferase
PA0510	208964.PA0510	UniProt Keywords	KW-0949	S-adenosyl-L-methionine
PA0510	208964.PA0510	Pfam	PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases
PA0510	208964.PA0510	InterPro	IPR000878	Tetrapyrrole methylase
PA0510	208964.PA0510	InterPro	IPR003043	Uroporphiryn-III C-methyltransferase, conserved site
PA0510	208964.PA0510	InterPro	IPR006366	Uroporphyrin-III C-methyltransferase
PA0510	208964.PA0510	InterPro	IPR014776	Tetrapyrrole methylase, subdomain 2
PA0510	208964.PA0510	InterPro	IPR014777	Tetrapyrrole methylase, subdomain 1
PA0510	208964.PA0510	InterPro	IPR035996	Tetrapyrrole methylase superfamily
PA0578	208964.PA0578	GO Function	GO:0003824	Catalytic activity
PA0578	208964.PA0578	GO Function	GO:0016874	Ligase activity
PA0578	208964.PA0578	GO Function	GO:0016879	Ligase activity, forming carbon-nitrogen bonds
PA0578	208964.PA0578	GO Function	GO:0016884	Carbon-nitrogen ligase activity, with glutamine as amido-N-donor
PA0578	208964.PA0578	STRING clusters	CL:6399	Mostly uncharacterized, incl. Protein of unknown function DUF58, and AAA domain (dynein-related subfamily)
PA0578	208964.PA0578	STRING clusters	CL:6400	Mostly uncharacterized, incl. Protein of unknown function DUF58, and AAA domain (dynein-related subfamily)
PA0578	208964.PA0578	STRING clusters	CL:6401	Mixed, incl. Von Willebrand factor, type A, and tRNA wobble uridine modification
PA0578	208964.PA0578	STRING clusters	CL:6419	Mixed, incl. Aspartyl/glutamyl-tRNA amidotransferase subunit B-like, and DSBA-like thioredoxin domain
PA0578	208964.PA0578	Pfam	PF09424	Yqey-like protein
PA0578	208964.PA0578	InterPro	IPR003789	Aspartyl/glutamyl-tRNA amidotransferase subunit B-like
PA0578	208964.PA0578	InterPro	IPR019004	Uncharacterised protein YqeY/Aim41
PA0578	208964.PA0578	InterPro	IPR023168	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C-terminal, domain 2
PA0578	208964.PA0578	InterPro	IPR042184	YqeY/Aim41, N-terminal domain
PA0614	208964.PA0614	GO Component	GO:0016020	Membrane
PA0614	208964.PA0614	GO Component	GO:0016021	Integral component of membrane
PA0614	208964.PA0614	GO Component	GO:0031224	Intrinsic component of membrane
PA0614	208964.PA0614	GO Component	GO:0110165	Cellular anatomical entity
PA0614	208964.PA0614	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0614	208964.PA0614	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0614	208964.PA0614	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0614	208964.PA0614	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0614	208964.PA0614	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0614	208964.PA0614	UniProt Keywords	KW-0472	Membrane
PA0614	208964.PA0614	UniProt Keywords	KW-0812	Transmembrane
PA0614	208964.PA0614	UniProt Keywords	KW-1133	Transmembrane helix
PA0614	208964.PA0614	Pfam	PF16083	LydA holin phage, holin superfamily III
PA0614	208964.PA0614	InterPro	IPR032128	Pyocin R2, holin
PA0618	208964.PA0618	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0618	208964.PA0618	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0618	208964.PA0618	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0618	208964.PA0618	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0618	208964.PA0618	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0618	208964.PA0618	STRING clusters	CL:10819	Mostly uncharacterized, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0618	208964.PA0618	Pfam	PF04865	Baseplate J-like protein
PA0618	208964.PA0618	InterPro	IPR006949	Baseplate protein J-like
PA0618	208964.PA0618	InterPro	IPR014507	Baseplate assembly protein J, predicted
PA0620	208964.PA0620	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0620	208964.PA0620	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0620	208964.PA0620	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0620	208964.PA0620	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0620	208964.PA0620	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0620	208964.PA0620	STRING clusters	CL:10819	Mostly uncharacterized, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0620	208964.PA0620	COMPARTMENTS	GOCC:0016020	Membrane
PA0620	208964.PA0620	COMPARTMENTS	GOCC:0019867	Outer membrane
PA0620	208964.PA0620	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA0620	208964.PA0620	Pfam	PF12571	Phage tail-collar fibre protein
PA0620	208964.PA0620	InterPro	IPR022225	Phage tail fibre protein
PA0621	208964.PA0621	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0621	208964.PA0621	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0621	208964.PA0621	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0621	208964.PA0621	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0621	208964.PA0621	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0621	208964.PA0621	Pfam	PF16778	Phage tail assembly chaperone protein
PA0621	208964.PA0621	InterPro	IPR031893	Phage tail assembly chaperone protein
PA0622	208964.PA0622	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0622	208964.PA0622	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0622	208964.PA0622	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0622	208964.PA0622	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0622	208964.PA0622	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0622	208964.PA0622	STRING clusters	CL:10819	Mostly uncharacterized, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0622	208964.PA0622	STRING clusters	CL:10821	Mixed, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0622	208964.PA0622	Pfam	PF04984	Phage tail sheath protein subtilisin-like domain
PA0622	208964.PA0622	Pfam	PF17482	Phage tail sheath C-terminal domain
PA0622	208964.PA0622	InterPro	IPR020287	Tail sheath protein, C-terminal domain
PA0622	208964.PA0622	InterPro	IPR035089	Tail sheath protein, subtilisin-like domain
PA0624	208964.PA0624	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0624	208964.PA0624	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0624	208964.PA0624	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0624	208964.PA0624	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0624	208964.PA0624	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0624	208964.PA0624	Pfam	PF10109	Phage tail assembly chaperone proteins, E, or 41 or 14
PA0624	208964.PA0624	InterPro	IPR019289	Bacteriophage tail protein Gp41, putative
PA0627	208964.PA0627	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0627	208964.PA0627	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0627	208964.PA0627	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0627	208964.PA0627	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0627	208964.PA0627	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0627	208964.PA0627	STRING clusters	CL:10819	Mostly uncharacterized, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0627	208964.PA0627	STRING clusters	CL:10821	Mixed, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0627	208964.PA0627	Pfam	PF05489	Phage Tail Protein X
PA0627	208964.PA0627	InterPro	IPR008861	Phage Tail Protein X-like
PA0628	208964.PA0628	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0628	208964.PA0628	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0628	208964.PA0628	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0628	208964.PA0628	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0628	208964.PA0628	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0628	208964.PA0628	STRING clusters	CL:10819	Mostly uncharacterized, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0628	208964.PA0628	STRING clusters	CL:10821	Mixed, incl. IraD/Gp25-like, and Phage tail baseplate hub (GPD)
PA0628	208964.PA0628	Pfam	PF05954	Phage tail baseplate hub (GPD)
PA0629	208964.PA0629	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0629	208964.PA0629	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0629	208964.PA0629	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0629	208964.PA0629	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0629	208964.PA0629	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0629	208964.PA0629	STRING clusters	CL:10786	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0629	208964.PA0629	COMPARTMENTS	GOCC:0018995	Host cellular component
PA0629	208964.PA0629	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA0629	208964.PA0629	Pfam	PF00182	Chitinase class I
PA0629	208964.PA0629	InterPro	IPR023346	Lysozyme-like domain superfamily
PA0633	208964.PA0633	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0633	208964.PA0633	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0633	208964.PA0633	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0633	208964.PA0633	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0633	208964.PA0633	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0633	208964.PA0633	STRING clusters	CL:10786	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0009279	Cell outer membrane
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0016020	Membrane
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0019867	Outer membrane
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0030312	External encapsulating structure
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0030313	Cell envelope
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0031975	Envelope
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0071944	Cell periphery
PA0633	208964.PA0633	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
PA0633	208964.PA0633	Pfam	PF16460	Phage tail tube, TTP, lambda-like
PA0633	208964.PA0633	InterPro	IPR032495	Phage tail tube protein, lambda-like
PA0634	208964.PA0634	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0634	208964.PA0634	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0634	208964.PA0634	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0634	208964.PA0634	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0634	208964.PA0634	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0634	208964.PA0634	STRING clusters	CL:10786	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0634	208964.PA0634	Pfam	PF16459	Phage tail assembly chaperone, TAC
PA0634	208964.PA0634	InterPro	IPR024410	Phage tail assembly chaperone protein, TAC
PA0635	208964.PA0635	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0635	208964.PA0635	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0635	208964.PA0635	STRING clusters	CL:10782	Mostly uncharacterized, incl. Autolysis, and Fibronectin type III
PA0635	208964.PA0635	STRING clusters	CL:10783	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0635	208964.PA0635	STRING clusters	CL:10784	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0635	208964.PA0635	STRING clusters	CL:10786	Mostly uncharacterized, incl. Fibronectin type III, and JAB domain, prokaryotic
PA0636	208964.PA0636	STRING clusters	CL:10780	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
PA0636	208964.PA0636	STRING clusters	CL:10781	Mostly uncharacterized, incl. Autolysis, and Toxin metabolic process
