#node	identifier	domain_summary_url	annotation	other_names_and_aliases
rpmB	208964.PA5316	50S ribosomal protein L28; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the bacterial ribosomal protein bL28 family.	https://smart.embl.de/smart/DDvec.cgi?smart=78:Pfam_Ribosomal_L28(3|62)+	50S ribosomal protein L28,880891,AAG08701,AAG08701.1,Large subunit ribosomal protein L28,NC_002516.2,NP_254003,NP_254003.1,NZ_QZGE01000020.1,PA5316,Q9HTN8,RL28_PSEAE,RpmB,WP_003096556.1,pae:PA5316,rpmB
rpmF	208964.PA2970	50S ribosomal protein L32; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the bacterial ribosomal protein bL32 family.	https://smart.embl.de/smart/DDvec.cgi?smart=60:Pfam_Ribosomal_L32p(2|56)+	50S ribosomal protein L32,880144,AAG06358,AAG06358.1,Large subunit ribosomal protein L32,NC_002516.2,NP_251660,NP_251660.1,NZ_QZGE01000009.1,PA2970,Q9HZN4,Q9R3F6,RL32_PSEAE,RpmF,WP_003091143.1,pae:PA2970,rpmF
rpmI	208964.PA2742	50S ribosomal protein L35; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the bacterial ribosomal protein bL35 family.	https://smart.embl.de/smart/DDvec.cgi?smart=64:Pfam_Ribosomal_L35p(2|61)+	50S ribosomal protein L35,879426,AAG06130,AAG06130.1,Large subunit ribosomal protein L35,NC_002516.2,NP_251432,NP_251432.1,NZ_QZGE01000011.1,PA2742,Q9I0A1,RL35_PSEAE,RpmI,WP_003090673.1,pae:PA2742,rpmI
rpmJ	208964.PA4242	50S ribosomal protein L36; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the bacterial ribosomal protein bL36 family.	https://smart.embl.de/smart/DDvec.cgi?smart=38:Pfam_Ribosomal_L36(1|38)+	50S ribosomal protein L36,881839,AAG07630,AAG07630.1,Large subunit ribosomal protein L36,NC_002516.2,NP_252932,NP_252932.1,NZ_QZGE01000028.1,PA4242,Q9HWF6,RL36_PSEAE,RpmJ,WP_003093693.1,pae:PA4242,rpmJ
rpoB	208964.PA4270	DNA-directed RNA polymerase beta chain; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.	https://smart.embl.de/smart/DDvec.cgi?smart=1357:Pfam_RNA_pol_Rpb2_2(155|245)+Pfam_RNA_pol_Rpb2_2(343|459)+Pfam_RNA_pol_Rpb2_3(518|586)+Pfam_RNA_pol_Rpb2_45(596|661)+Pfam_RNA_pol_Rpb2_6(722|1279)+Pfam_RNA_pol_Rpb2_7(1281|1357)+	2.7.7.6,881699,AAG07658,AAG07658.1,DNA-directed RNA polymerase beta chain,DNA-directed RNA polymerase subunit beta,EC 2.7.7.6,NC_002516.2,NP_252960,NP_252960.1,NZ_QZGE01000028.1,PA4270,Q51561,RNA polymerase subunit beta,RNAP subunit beta,RPOB_PSEAE,RpoB,Transcriptase subunit beta,WP_003114335.1,pae:PA4270,rpoB
rpoC	208964.PA4269	DNA-directed RNA polymerase beta* chain; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.	https://smart.embl.de/smart/DDvec.cgi?smart=1399:RPOLA_N(235|514)+Pfam_RNA_pol_Rpb1_4(673|764)+Pfam_RNA_pol_Rpb1_5(766|1317)+	2.7.7.6,881710,AAG07657,AAG07657.1,DNA-directed RNA polymerase beta* chain,DNA-directed RNA polymerase subunit beta,EC 2.7.7.6,NC_002516.2,NP_252959,NP_252959.1,NZ_QZGE01000028.1,PA4269,Q9HWC9,RNA polymerase subunit beta,RNAP subunit beta,RPOC_PSEAE,RpoC,Transcriptase subunit beta,WP_003093745.1,pae:PA4269,rpoC
rpoD	208964.PA0576	Sigma factor RpoD; Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth.	https://smart.embl.de/smart/DDvec.cgi?smart=617:Pfam_Sigma70_r1_1(5|86)+Pfam_Sigma70_r1_2(98|131)+Pfam_Sigma70_ner(139|352)+Pfam_Sigma70_r2(383|453)+Pfam_Sigma70_r3(462|539)+Pfam_Sigma70_r4(551|604)+	882038,AAG03965,AAG03965.1,NC_002516.2,NP_249267,NP_249267.1,NZ_QZGE01000010.1,P26480,PA0576,RNA polymerase primary sigma factor,RNA polymerase sigma factor RpoD,RPOD_PSEAE,RpoD,Sigma factor RpoD,Sigma-70,WP_003085035.1,pae:PA0576,rpoD,rpoDA,sigma factor RpoD
rpsB	208964.PA3656	30S ribosomal protein S2; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the universal ribosomal protein uS2 family.	https://smart.embl.de/smart/DDvec.cgi?smart=246:Pfam_Ribosomal_S2(9|224)+	30S ribosomal protein S2,880593,AAG07044,AAG07044.1,NC_002516.2,NP_252346,NP_252346.1,NZ_QZGE01000001.1,O82850,PA3656,RS2_PSEAE,RpsB,Small subunit ribosomal protein S2,WP_003092394.1,pae:PA3656,rpsB
rpsF	208964.PA4935	30S ribosomal protein S6; Binds together with S18 to 16S ribosomal RNA.	https://smart.embl.de/smart/DDvec.cgi?smart=139:Pfam_Ribosomal_S6(3|91)+	30S ribosomal protein S6,877646,AAG08320,AAG08320.1,NC_002516.2,NP_253622,NP_253622.1,NZ_QZGE01000002.1,PA4935,Q9HUM9,RS6_PSEAE,RpsF,Small subunit ribosomal protein S6,WP_003095636.1,pae:PA4935,rpsF
rpsI	208964.PA4432	30S ribosomal protein S9; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the universal ribosomal protein uS9 family.	https://smart.embl.de/smart/DDvec.cgi?smart=130:Pfam_Ribosomal_S9(10|130)+	30S ribosomal protein S9,881274,AAG07820,AAG07820.1,NC_002516.2,NP_253122,NP_253122.1,NZ_QZGE01000004.1,PA4432,Q9HVY3,RS9_PSEAE,RpsI,Small subunit ribosomal protein S9,WP_003098810.1,pae:PA4432,rpsI
rpsK	208964.PA4240	30S ribosomal protein S11; Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine- Dalgarno cleft in the 70S ribosome; Belongs to the universal ribosomal protein uS11 family.	https://smart.embl.de/smart/DDvec.cgi?smart=129:Pfam_Ribosomal_S11(19|128)+	30S ribosomal protein S11,41077754,881817,AAG07628,AAG07628.1,NC_002516.2,NP_252930,NP_252930.1,NZ_QZGE01000028.1,PA4240,Q9HWF8,RS11_PSEAE,RpsK,Small subunit ribosomal protein S11,WP_003093689.1,pae:PA4240,rpsK
rpsL	208964.PA4268	30S ribosomal protein S12; With S4 and S5 plays an important role in translational accuracy.	https://smart.embl.de/smart/DDvec.cgi?smart=123:Pfam_Ribosom_S12_S23(12|123)+	30S ribosomal protein S12,881709,AAG07656,AAG07656.1,NC_002516.2,NP_252958,NP_252958.1,NZ_QZGE01000028.1,PA4268,Q9HWD0,RS12_PSEAE,RpsL,Small subunit ribosomal protein S12,WP_003093744.1,pae:PA4268,rpsL
rpsM	208964.PA4241	30S ribosomal protein S13; Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites. Belongs to the universal ribosomal protein uS13 family.	https://smart.embl.de/smart/DDvec.cgi?smart=118:Pfam_Ribosomal_S13(3|108)+	30S ribosomal protein S13,881818,AAG07629,AAG07629.1,NC_002516.2,NP_252931,NP_252931.1,NZ_QZGE01000028.1,PA4241,Q9HWF7,RS13_PSEAE,RpsM,Small subunit ribosomal protein S13,WP_003093692.1,pae:PA4241,rpsM
rpsP	208964.PA3745	30S ribosomal protein S16; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the bacterial ribosomal protein bS16 family.	https://smart.embl.de/smart/DDvec.cgi?smart=83:Pfam_Ribosomal_S16(8|68)+	30S ribosomal protein S16,880510,AAG07132,AAG07132.1,NC_002516.2,NP_252434,NP_252434.1,NZ_QZGE01000001.1,PA3745,Q9HXP9,RS16_PSEAE,RpsP,Small subunit ribosomal protein S16,WP_003092643.1,pae:PA3745,rpsP
rpsR	208964.PA4934	30S ribosomal protein S18; Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit; Belongs to the bacterial ribosomal protein bS18 family.	https://smart.embl.de/smart/DDvec.cgi?smart=76:Pfam_Ribosomal_S18(17|68)+	30S ribosomal protein S18,34381596,878035,AAG08319,AAG08319.1,NC_002516.2,NP_253621,NP_253621.1,NZ_QZGE01000002.1,PA4934,Q9HUN0,RS18_PSEAE,RpsR,Small subunit ribosomal protein S18,WP_003095634.1,pae:PA4934,rpsR
rpsU	208964.PA0579	30S ribosomal protein S21; Product name confidence: Class 2 (High similarity to functionally studied protein); Belongs to the bacterial ribosomal protein bS21 family.	https://smart.embl.de/smart/DDvec.cgi?smart=71:Pfam_Ribosomal_S21(3|57)+	30S ribosomal protein S21,41077657,880307,AAG03968,AAG03968.1,NC_002516.2,NP_249270,NP_249270.1,NZ_QZGE01000010.1,PA0579,Q9I5V8,Q9R4Q2,RS21_PSEAE,RpsU,Small subunit ribosomal protein S21,WP_003085057.1,pae:PA0579,rpsU
sucB	208964.PA1586	Dihydrolipoamide succinyltransferase (E2 subunit); E2 component of the 2-oxoglutarate dehydrogenase (OGDH) complex which catalyzes the second step in the conversion of 2- oxoglutarate to succinyl-CoA and CO(2).	https://smart.embl.de/smart/DDvec.cgi?smart=409:Pfam_Biotin_lipoyl(3|76)+Pfam_E3_binding(111|146)+Pfam_2-oxoacid_dh(176|407)+	2.3.1.61,881930,AAG04975,AAG04975.1,EC 2.3.1.61,NC_002516.2,NP_250277,NP_250277.1,NZ_QZGE01000003.1,ODO2_PSEAE,OGDC-E2,PA1586,Q9I3D2,SucB,WP_003114264.1,pae:PA1586,sucB
sulA	208964.PA3008	Hypothetical protein; Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1:1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=161:Pfam_SulA(31|134)+	1OFT,1OFU,880164,AAG06396,AAG06396.1,Cell division inhibitor SulA,Hypothetical protein,NC_002516.2,NP_251698,NP_251698.1,NZ_QZGE01000009.1,PA3008,Q9HZJ8,SULA_PSEAE,WP_003091197.1,hypothetical protein,pae:PA3008,sulA
tpiA	208964.PA4748	Triosephosphate isomerase; Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D- glyceraldehyde-3-phosphate (G3P); Belongs to the triosephosphate isomerase family.	https://smart.embl.de/smart/DDvec.cgi?smart=251:Pfam_TIM(4|246)+	5.3.1.1,881712,AAG08134,AAG08134.1,EC 5.3.1.1,NC_002516.2,NP_253436,NP_253436.1,NZ_QZGE01000018.1,PA4748,Q9HV51,TIM,TPI,TPIS_PSEAE,TpiA,Triose-phosphate isomerase,Triosephosphate isomerase,Triosephosphate isomerase (TIM),WP_003100513.1,pae:PA4748,tpiA,triosephosphate isomerase
trmD	208964.PA3743	tRNA (guanine-N1)-methyltransferase; Specifically methylates guanosine-37 in various tRNAs. Belongs to the RNA methyltransferase TrmD family.	https://smart.embl.de/smart/DDvec.cgi?smart=252:Pfam_tRNA_m1G_MT(26|226)+	2.1.1.228,5ZHM,5ZHN,6AFK,6JKI,6JOE,880357,AAG07130,AAG07130.1,EC 2.1.1.228,M1G-methyltransferase,NC_002516.2,NP_252432,NP_252432.1,NZ_QZGE01000001.1,PA3743,Q9HXQ1,TRMD_PSEAE,TRNA (guanine-N(1)-)-methyltransferase,TRNA (guanine37-N1)-methyltransferase,TrmD,WP_003119312.1,pae:PA3743,tRNA (guanine-N(1)-)-methyltransferase,tRNA (guanine-N1)-methyltransferase,tRNA [GM37] methyltransferase,trmD
tsf	208964.PA3655	Elongation factor Ts; Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome (By similarity); Belongs to the EF-Ts family.	https://smart.embl.de/smart/DDvec.cgi?smart=289:Pfam_EF_TS(73|267)+	880592,AAG07043,AAG07043.1,EF-Ts,EFTS_PSEAE,Elongation factor Ts,NC_002516.2,NP_252345,NP_252345.1,NZ_QZGE01000001.1,O82851,PA3655,Tsf,WP_003092393.1,elongation factor Ts,pae:PA3655,tsf
vgrG1c	208964.PA2685	Conserved hypothetical protein; Part of the H1 type VI secretion system (H1-T6SS) specialized secretion system, which delivers several virulence factors in both prokaryotic and eukaryotic cells during infection. Allows the delivery of the Tse5/RhsP1 toxin to target cells where it exerts its toxicity. Belongs to the VgrG protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=726:SIGNAL(1|22)+Pfam_Phage_GPD(66|368)+Pfam_Gp5_C(566|589)+	879130,AAG06073,AAG06073.1,Conserved hypothetical protein,Hypothetical protein,NC_002516.2,NP_251375,NP_251375.1,NZ_QZGE01000008.1,PA2685,Q9I0F3,Type VI secretion system secreted protein VgrG,Type VI secretion system spike protein VgrG1c,VGR1C_PSEAE,WP_003143801.1,conserved hypothetical protein,pae:PA2685,vgrG1c
vqsM	208964.PA2227	AraC-type transcriptional regulator VqsM; Transcriptional regulator involved in both the repression (at least 99 genes, such as mexR and algU) and in the activation (at least 203 genes, such as mvfR, rsaL, vqsR and rpoS) of regulatory or putative regulatory proteins which are implicated in quorum sensing, virulence and multidrug resistance.	https://smart.embl.de/smart/DDvec.cgi?smart=325:Pfam_Arabinose_bd(51|194)+HTH_ARAC(239|321)+	882297,AAG05615,AAG05615.1,AraC-type transcriptional regulator VqsM,HTH-type transcriptional regulator VqsM,NC_002516.2,NP_250917,NP_250917.1,NZ_QZGE01000014.1,PA222,PA2227,Q9I1P2,VQSM_PSEAE,Virulence and quorum sensing modulator protein,VqsM,WP_003113714.1,pae:PA2227,vqsM
wbpH	208964.PA3149	Probable glycosyltransferase WbpH; Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene).	https://smart.embl.de/smart/DDvec.cgi?smart=373:Pfam_Glyco_trans_4_4(17|166)+Pfam_Glyco_trans_1_4(188|331)+	882607,AAG06537,AAG06537.1,G3XD85,G3XD85_PSEAE,Glycosyltransferase WbpH,NC_002516.2,NP_251839,NP_251839.1,NZ_QZGE01000023.1,PA3149,Probable glycosyltransferase WbpH,WP_003115615.1,WbpH,pae:PA3149,probable glycosyltransferase WbpH,wbpH
